DataType,Admin2,Admin1,Admin0,Population,CaseCount,X1,Y1,X2,Y2,X3,Y3,X4,Y4,X5,Y5,X6,Y6,X7,Y7
Confirmed,"Kitsap","Washington","US",271473,17408,0,0.00,352,54.82,405,13.84,452,43.11,528,8.60,596,116.75,658,45.46
Confirmed,"Kittitas","Washington","US",47935,5086,0,0.00,314,33.45,386,4.03,472,16.17,526,3.41,616,23.85,658,10.35
Confirmed,"Klickitat","Washington","US",22425,2143,0,0.00,207,5.23,242,0.26,346,7.34,427,0.25,622,16.23,658,9.95
Confirmed,"Lewis","Washington","US",80707,10396,0,0.00,319,43.49,425,5.77,490,22.33,527,5.02,596,74.10,658,30.08
Confirmed,"Lincoln","Washington","US",10938,1435,0,0.00,300,4.82,421,0.38,486,5.68,527,0.36,599,13.21,658,4.97
Confirmed,"Mason","Washington","US",66768,6110,0,0.00,316,33.20,336,13.01,349,32.83,526,1.91,628,39.40,658,18.79
Confirmed,"Okanogan","Washington","US",42243,5415,0,0.00,179,33.02,254,1.97,322,16.08,534,1.87,588,38.92,658,19.27
Confirmed,"Pacific","Washington","US",22471,1844,0,0.00,326,22.86,426,0.72,451,5.51,532,0.41,600,12.68,658,3.47
Confirmed,"Pend Oreille","Washington","US",13723,1597,0,0.00,316,8.27,446,0.98,473,2.96,517,0.35,597,11.26,658,5.77
Confirmed,"Pierce","Washington","US",904980,95358,0,0.00,322,353.97,412,118.00,457,251.63,526,33.24,595,436.79,658,289.17
Confirmed,"San Juan","Washington","US",17582,360,0,0.00,296,1.49,332,-0.07,442,2.12,519,-0.07,631,2.84,658,2.73
Confirmed,"Skagit","Washington","US",129205,12036,0,0.00,321,41.83,421,7.03,461,27.34,528,2.96,658,75.23,658,75.23
Confirmed,"Skamania","Washington","US",12083,819,0,0.00,321,3.72,414,0.02,467,3.84,530,0.08,616,5.61,658,3.03
Confirmed,"Snohomish","Washington","US",822082,67992,0,0.00,63,95.94,131,11.08,321,296.13,528,36.98,580,314.16,658,219.20
Confirmed,"Spokane","Washington","US",522798,74635,0,0.00,320,367.91,410,57.32,490,159.65,528,26.10,596,346.02,658,200.85
Confirmed,"Stevens","Washington","US",45723,5182,0,0.00,316,22.53,423,3.96,458,10.46,530,1.36,598,43.84,658,13.01
Confirmed,"Thurston","Washington","US",290536,21575,0,0.00,351,65.15,419,17.05,490,58.31,527,16.61,614,110.73,658,77.81
Confirmed,"Unassigned","Washington","US",-1,1524,0,0.00,73,59.08,84,-54.06,320,75.16,366,-4.35,500,36.27,658,3.21
Confirmed,"Wahkiakum","Washington","US",4488,294,0,0.00,309,1.94,424,0.00,505,1.77,528,0.05,616,1.81,658,0.69
Confirmed,"Walla Walla","Washington","US",60760,9006,0,0.00,194,14.08,259,3.36,333,56.64,419,1.18,601,43.00,658,14.40
Confirmed,"Whatcom","Washington","US",229247,17242,0,0.00,354,88.17,423,21.09,471,40.16,527,7.29,585,89.69,658,70.98
Confirmed,"Whitman","Washington","US",50103,5885,0,0.00,223,46.44,389,2.03,422,26.35,526,1.28,601,22.84,658,8.72
Confirmed,"Yakima","Washington","US",250873,44306,0,0.00,134,142.43,257,16.70,349,211.40,525,15.33,588,202.11,658,72.48
Confirmed,"Walla Walla County","Washington","US",-1,1,0,0.00,60,0.20,658,0.00,,,,,,,,
Confirmed,"Garfield County","Washington","US",-1,1,0,0.00,60,0.20,658,0.00,,,,,,,,
