20A.EU1,20A.EU2,20A.S.126A,20A.S.210T,20B.S.796H,20H.Beta.V2,20I.Alpha.V1,20J.Gamma.V3,21A.Delta.S.K417,21A.Delta,21B.Kappa,21C.Epsilon,21D.Eta,21F.Iota,21G.Lambda,21H.Mu,21I.Delta,21J.Delta,DanishCluster,Delta.145H,Delta.250I,Delta.299I
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.047619047619047616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.03225806451612903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.02631578947368421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.05405405405405406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.3157894736842105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.45161290322580644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5306122448979592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5660377358490566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5555555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5882352941176471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.660377358490566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.7272727272727273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.7631578947368421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.8064516129032258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.868421052631579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.8478260869565217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.8148148148148148,0.018518518518518517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.8235294117647058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.717948717948718,0.0,0.0,0.0,0.0,0.0,0.10256410256410256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.59375,0.0,0.0,0.0,0.0,0.0,0.234375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4725274725274725,0.01098901098901099,0.0,0.0,0.0,0.02197802197802198,0.38461538461538464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.3629032258064516,0.008064516129032258,0.0,0.0,0.0,0.016129032258064516,0.47580645161290325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2994011976047904,0.005988023952095809,0.0,0.0,0.0,0.011976047904191617,0.5209580838323353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.25675675675675674,0.0,0.0,0.0,0.0,0.0045045045045045045,0.5855855855855856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.19727891156462585,0.0,0.0,0.0,0.0,0.003401360544217687,0.6972789115646258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.13596491228070176,0.0,0.0,0.0,0.0,0.0021929824561403508,0.7916666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.09601181683899557,0.0,0.0,0.0,0.0029542097488921715,0.0014771048744460858,0.8375184638109305,0.0014771048744460858,0.0,0.0,0.0,0.0,0.0029542097488921715,0.0014771048744460858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.07133592736705577,0.0,0.0,0.0,0.00648508430609598,0.0038910505836575876,0.8612191958495461,0.0012970168612191958,0.0,0.0,0.0,0.0,0.0038910505836575876,0.0012970168612191958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.05012853470437018,0.0,0.0,0.0,0.010282776349614395,0.006426735218508998,0.8881748071979434,0.0012853470437017994,0.0,0.0,0.0,0.0,0.002570694087403599,0.0012853470437017994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.03015075376884422,0.0,0.0,0.0,0.011306532663316583,0.007537688442211055,0.9195979899497487,0.001256281407035176,0.0,0.0,0.0,0.0,0.001256281407035176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.016581632653061226,0.0,0.0,0.0,0.01020408163265306,0.007653061224489796,0.9413265306122449,0.002551020408163265,0.0,0.0,0.0,0.0,0.0012755102040816326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.007444168734491315,0.0,0.0,0.0,0.008684863523573201,0.011166253101736972,0.9503722084367245,0.004962779156327543,0.0,0.0,0.0,0.0,0.0012406947890818859,0.0,0.0,0.0,0.0,0.0,0.0012406947890818859,0.0,0.0,0.0
0.0035671819262782403,0.0,0.0,0.0,0.01070154577883472,0.013079667063020214,0.9500594530321046,0.005945303210463734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.002554278416347382,0.0,0.0,0.0,0.016602809706257982,0.008939974457215836,0.946360153256705,0.005108556832694764,0.0,0.0,0.0,0.001277139208173691,0.0,0.0,0.0,0.0,0.0,0.001277139208173691,0.0,0.0,0.0,0.0
0.001443001443001443,0.0,0.0,0.0,0.027417027417027416,0.005772005772005772,0.9365079365079365,0.002886002886002886,0.0,0.001443001443001443,0.001443001443001443,0.0,0.0,0.0,0.0,0.0,0.0,0.004329004329004329,0.0,0.0,0.0,0.0
0.002857142857142857,0.0,0.0,0.0,0.03857142857142857,0.004285714285714286,0.9214285714285714,0.0014285714285714286,0.0,0.004285714285714286,0.002857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.004285714285714286,0.0,0.0,0.0,0.0
0.002607561929595828,0.0,0.0,0.0,0.03780964797913951,0.001303780964797914,0.9178617992177314,0.001303780964797914,0.0,0.009126466753585397,0.00651890482398957,0.0,0.0,0.0,0.0,0.0,0.001303780964797914,0.003911342894393742,0.0,0.0,0.0,0.0
0.0023014959723820483,0.0,0.0,0.0,0.031070195627157654,0.0,0.904487917146145,0.0,0.0,0.01611047180667434,0.01611047180667434,0.0011507479861910242,0.0,0.0,0.0,0.0,0.0023014959723820483,0.005753739930955121,0.0,0.0,0.0,0.0
0.0020855057351407717,0.0,0.0,0.0,0.026068821689259645,0.0,0.8936392075078207,0.0,0.0,0.021897810218978103,0.02502606882168926,0.0010427528675703858,0.0010427528675703858,0.0010427528675703858,0.0,0.0,0.0010427528675703858,0.008342022940563087,0.0010427528675703858,0.0,0.0,0.0
0.0010152284263959391,0.0,0.0,0.0,0.018274111675126905,0.0,0.9025380710659898,0.0,0.0,0.023350253807106598,0.023350253807106598,0.0,0.0010152284263959391,0.0010152284263959391,0.0,0.0,0.0,0.008121827411167513,0.0010152284263959391,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.009775171065493646,0.0,0.916911045943304,0.0,0.0,0.020527859237536656,0.024437927663734114,0.0,0.0009775171065493646,0.0,0.0,0.0,0.0,0.007820136852394917,0.0019550342130987292,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.006487488415199258,0.0,0.917516218721038,0.0,0.0,0.020389249304911955,0.030583873957367932,0.0,0.0009267840593141798,0.0,0.0,0.0,0.0009267840593141798,0.008341056533827619,0.0027803521779425394,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.010193679918450561,0.0,0.9021406727828746,0.0,0.0,0.03058103975535168,0.027522935779816515,0.0,0.0,0.0,0.0,0.0,0.0010193679918450561,0.014271151885830785,0.0061162079510703364,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.014760147601476014,0.0,0.8585485854858549,0.0,0.0,0.05412054120541206,0.017220172201722016,0.0,0.0,0.0,0.0,0.0,0.0012300123001230013,0.03936039360393604,0.007380073800738007,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.010430247718383311,0.0,0.7640156453715776,0.0,0.0,0.1016949152542373,0.011734028683181226,0.0,0.0,0.0,0.0,0.0,0.003911342894393742,0.09778357235984354,0.005215123859191656,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.005188067444876783,0.0,0.6147859922178989,0.0,0.0,0.16342412451361868,0.01297016861219196,0.0,0.0,0.0,0.0,0.0,0.005188067444876783,0.1893644617380026,0.0025940337224383916,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.002699055330634278,0.0,0.4116059379217274,0.0,0.0,0.2145748987854251,0.010796221322537112,0.0,0.0,0.0,0.0,0.0,0.01349527665317139,0.33873144399460187,0.001349527665317139,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0012239902080783353,0.0,0.19216646266829865,0.0,0.0,0.22031823745410037,0.004895960832313341,0.0,0.0,0.0,0.0,0.0,0.03427172582619339,0.5397796817625459,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.001838235294117647,0.0,0.08639705882352941,0.0,0.0,0.1792279411764706,0.0009191176470588235,0.0,0.0,0.0,0.0009191176470588235,0.0,0.04779411764705882,0.6783088235294118,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0014936519790888724,0.0,0.05003734129947722,0.0,0.0,0.12471994025392083,0.0,0.0,0.0,0.0,0.0,0.0,0.05153099327856609,0.7677371172516804,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0006830601092896175,0.0,0.028688524590163935,0.0,0.0,0.07718579234972678,0.0,0.0,0.0,0.0,0.0,0.0,0.05669398907103825,0.8340163934426229,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.000671591672263264,0.0,0.014775016789791807,0.0,0.0,0.05104096709200806,0.0,0.0,0.0,0.0,0.0,0.0,0.06178643384822028,0.8697112155809268,0.0,0.0,0.000671591672263264,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.006944444444444444,0.0,0.0,0.0375,0.0,0.0,0.0,0.0,0.0,0.0,0.06319444444444444,0.8902777777777777,0.0,0.0,0.0006944444444444445,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0035945363048166786,0.0,0.0,0.026599568655643422,0.0,0.0,0.0,0.0,0.0,0.0,0.0625449317038102,0.9051042415528396,0.0,0.0007189072609633358,0.0014378145219266715,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0015026296018031556,0.0,0.0,0.019534184823441023,0.0,0.0,0.0,0.0,0.0,0.0,0.05559729526671676,0.9211119459053343,0.0,0.002253944402704733,0.002253944402704733,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01236603462489695,0.0,0.0,0.0,0.0,0.0,0.0,0.04286892003297609,0.9422918384171476,0.0,0.004122011541632316,0.0016488046166529267,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007389162561576354,0.0,0.0,0.0,0.0,0.0,0.0,0.035303776683087026,0.9556650246305419,0.0,0.008210180623973728,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007431874483897605,0.0,0.0,0.0,0.0,0.0,0.0,0.03468208092485549,0.9562345169281585,0.0008257638315441783,0.011560693641618497,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009784735812133072,0.0,0.0,0.0,0.0,0.0,0.0,0.03424657534246575,0.9549902152641878,0.0009784735812133072,0.015655577299412915,0.0009784735812133072,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011876484560570071,0.0,0.0,0.0,0.0,0.0,0.0,0.032066508313539195,0.9548693586698337,0.0011876484560570072,0.017814726840855107,0.0023752969121140144,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010810810810810811,0.0,0.0,0.0,0.0,0.0,0.0,0.032432432432432434,0.9554054054054054,0.0013513513513513514,0.01756756756756757,0.004054054054054054,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.03238095238095238,0.96,0.0019047619047619048,0.011428571428571429,0.0038095238095238095,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03065134099616858,0.9655172413793104,0.0,0.0038314176245210726,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
