20A.EU1,20A.EU2,20A.S.126A,20B.S.732A,20B.S.796H,20H.Beta.V2,20I.Alpha.V1,20J.Gamma.V3,21A.Delta.S.K417,21A.Delta,21B.Kappa,21C.Epsilon,21D.Eta,21F.Iota,21G.Lambda,21H.Mu,21I.Delta,21J.Delta,DanishCluster,Delta.145H,Delta.250I,Delta.299I
0.48333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5409836065573771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6197183098591549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.696969696969697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.7264957264957265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.7769230769230769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.841726618705036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.8864864864864865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.8558558558558559,0.0045045045045045045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.8041666666666667,0.0125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.8149606299212598,0.01968503937007874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.8560311284046692,0.011673151750972763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.8674698795180723,0.008032128514056224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.8601694915254238,0.00847457627118644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.8564814814814815,0.013888888888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.865979381443299,0.015463917525773196,0.0,0.0,0.0,0.0,0.005154639175257732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.875,0.015625,0.0,0.0,0.0,0.0,0.010416666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.883248730964467,0.01015228426395939,0.0,0.0,0.0,0.0,0.01015228426395939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.8939393939393939,0.010101010101010102,0.0,0.0,0.0,0.0,0.005050505050505051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.8883928571428571,0.017857142857142856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.8741935483870967,0.02258064516129032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.8536585365853658,0.026829268292682926,0.0,0.0,0.0,0.0,0.00975609756097561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.7991452991452992,0.029914529914529916,0.0,0.0,0.0,0.0,0.0405982905982906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.69921875,0.033203125,0.0,0.0,0.0,0.0,0.12109375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5904605263157895,0.029605263157894735,0.0,0.0,0.0,0.0,0.23848684210526316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5051546391752577,0.02190721649484536,0.0,0.0,0.0,0.0,0.33762886597938147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.49624765478424016,0.019699812382739212,0.0,0.0009380863039399625,0.0,0.0,0.3405253283302064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009380863039399625,0.0,0.0,0.0
0.5228276877761414,0.021354933726067747,0.0,0.0014727540500736377,0.0,0.0007363770250368188,0.3070692194403535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007363770250368188,0.0,0.0,0.0
0.5183175033921302,0.01967435549525102,0.0,0.0020352781546811396,0.0,0.0006784260515603799,0.3141112618724559,0.0006784260515603799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006784260515603799,0.0,0.0,0.0
0.4700557103064067,0.016016713091922007,0.0,0.003481894150417827,0.0,0.0020891364902506965,0.36768802228412256,0.001392757660167131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001392757660167131,0.0,0.0,0.0
0.3961708394698085,0.013254786450662739,0.0,0.003681885125184094,0.0,0.005154639175257732,0.4410898379970545,0.0007363770250368188,0.0,0.0,0.0,0.0,0.0007363770250368188,0.0,0.0,0.0,0.0,0.0,0.0022091310751104565,0.0,0.0,0.0
0.3210802700675169,0.011252813203300824,0.0,0.003000750187546887,0.0,0.006001500375093774,0.5191297824456114,0.0007501875468867217,0.0,0.0,0.0,0.0,0.0007501875468867217,0.0,0.0,0.0,0.0,0.0,0.003000750187546887,0.0,0.0,0.0
0.2515015015015015,0.010510510510510511,0.0,0.0037537537537537537,0.0007507507507507507,0.005255255255255256,0.6006006006006006,0.0015015015015015015,0.0,0.0,0.0,0.0,0.0007507507507507507,0.0,0.0,0.0,0.0,0.0,0.003003003003003003,0.0,0.0,0.0
0.18498862774829417,0.009097801364670205,0.0,0.004548900682335102,0.000758150113722517,0.004548900682335102,0.6747536012130402,0.004548900682335102,0.0,0.0,0.0,0.0,0.001516300227445034,0.0,0.0,0.0,0.0,0.0,0.0037907505686125853,0.0,0.0,0.0
0.12587959343236904,0.006254886630179828,0.0,0.003127443315089914,0.0007818608287724785,0.006254886630179828,0.7372947615324472,0.009382329945269743,0.0,0.0,0.0,0.0,0.003909304143862392,0.0,0.0,0.0007818608287724785,0.0,0.0,0.003127443315089914,0.0,0.0,0.0
0.07819905213270142,0.00315955766192733,0.0,0.0039494470774091624,0.0,0.009478672985781991,0.7930489731437599,0.017377567140600316,0.0,0.0,0.0,0.0,0.007898894154818325,0.0007898894154818325,0.0007898894154818325,0.001579778830963665,0.0,0.0,0.002369668246445498,0.0,0.0,0.0
0.04758308157099698,0.0022658610271903325,0.0,0.0037764350453172208,0.0,0.013595166163141994,0.8293051359516617,0.027190332326283987,0.0,0.0,0.0,0.0,0.010574018126888218,0.0015105740181268882,0.0015105740181268882,0.0022658610271903325,0.0,0.0,0.0022658610271903325,0.0,0.0,0.0
0.03214024835646457,0.0014609203798392988,0.0007304601899196494,0.0029218407596785976,0.0,0.017531044558071585,0.8371073776479182,0.04017531044558072,0.0,0.0,0.0,0.0,0.013878743608473338,0.002191380569758948,0.002191380569758948,0.0029218407596785976,0.0,0.0,0.0014609203798392988,0.0,0.0,0.0
0.023470839260312945,0.0007112375533428165,0.0,0.002844950213371266,0.0,0.01849217638691323,0.837126600284495,0.05334281650071124,0.0,0.0,0.0,0.0,0.015647226173541962,0.0021337126600284497,0.002844950213371266,0.002844950213371266,0.0,0.0,0.001422475106685633,0.0,0.0,0.0
0.01816911250873515,0.0006988120195667365,0.0,0.001397624039133473,0.0,0.017470300489168415,0.8399720475192173,0.06079664570230608,0.0,0.0,0.0,0.0,0.013976240391334731,0.0034940600978336828,0.0034940600978336828,0.004891684136967156,0.0,0.0,0.001397624039133473,0.0,0.0,0.0
0.01321279554937413,0.0013908205841446453,0.0,0.0006954102920723226,0.0,0.019471488178025034,0.8407510431154381,0.06258692628650904,0.0,0.0013908205841446453,0.0,0.0,0.01321279554937413,0.005563282336578581,0.0027816411682892906,0.009040333796940195,0.0013908205841446453,0.002086230876216968,0.0013908205841446453,0.0,0.0,0.0
0.009073233959818535,0.0006480881399870382,0.0,0.0006480881399870382,0.0,0.02138690861957226,0.8451069345430978,0.05443940375891121,0.0,0.0038885288399222295,0.0,0.0,0.01101749837977965,0.008425145819831496,0.002592352559948153,0.012313674659753726,0.0038885288399222295,0.005184705119896306,0.0012961762799740765,0.0,0.0,0.0
0.0055762081784386614,0.0006195786864931846,0.0,0.0,0.0006195786864931846,0.01734820322180917,0.8513011152416357,0.046468401486988845,0.0,0.006195786864931847,0.0,0.0,0.0080545229244114,0.00929368029739777,0.0030978934324659233,0.01486988847583643,0.004956629491945477,0.00929368029739777,0.0012391573729863693,0.0,0.0,0.0
0.003955174686882004,0.0006591957811470006,0.0,0.0,0.0013183915622940012,0.014502307185234015,0.8384970336189849,0.04614370468029005,0.0,0.00922874093605801,0.0006591957811470006,0.0,0.005932762030323006,0.00922874093605801,0.0032959789057350032,0.01977587343441002,0.004614370468029005,0.01845748187211602,0.0006591957811470006,0.0,0.0,0.0
0.0036023054755043226,0.0,0.0,0.0,0.001440922190201729,0.01440922190201729,0.7982708933717579,0.0468299711815562,0.0,0.01585014409221902,0.0,0.0,0.004322766570605188,0.010086455331412104,0.004322766570605188,0.029538904899135448,0.0036023054755043226,0.03962536023054755,0.0,0.0,0.0,0.0
0.0035612535612535613,0.0,0.0,0.0,0.0014245014245014246,0.014245014245014245,0.7485754985754985,0.04344729344729345,0.0,0.02564102564102564,0.0,0.0,0.002849002849002849,0.007834757834757835,0.007122507122507123,0.0405982905982906,0.002849002849002849,0.06908831908831908,0.0,0.0,0.0,0.0
0.0026936026936026937,0.0,0.0,0.0,0.0013468013468013469,0.013468013468013467,0.7057239057239058,0.03973063973063973,0.0,0.03569023569023569,0.0,0.0,0.0026936026936026937,0.0053872053872053875,0.008754208754208754,0.0430976430976431,0.0053872053872053875,0.0936026936026936,0.0006734006734006734,0.0,0.0,0.0
0.0020394289598912306,0.0,0.0,0.0,0.0006798096532970768,0.019034670292318152,0.6356220258327668,0.04010876954452753,0.0,0.05642420122365738,0.0,0.0,0.003399048266485384,0.004078857919782461,0.008157715839564922,0.03602991162474507,0.012236573759347382,0.13324269204622705,0.0006798096532970768,0.0,0.0,0.0
0.0013183915622940012,0.0,0.0,0.0,0.0,0.04152933421226104,0.5016479894528675,0.03955174686882004,0.0,0.09096901779828609,0.0,0.0,0.0026367831245880024,0.0032959789057350032,0.008569545154911009,0.027686222808174028,0.01977587343441002,0.21555702043506922,0.0006591957811470006,0.0,0.0,0.0
0.0005373455131649651,0.0,0.0,0.0,0.0,0.08704997313272435,0.3449758194519076,0.02955400322407308,0.0,0.11391724879097259,0.0,0.0,0.0016120365394948952,0.0021493820526598604,0.009134873723804407,0.018269747447608814,0.02525523911875336,0.33476625470177324,0.0005373455131649651,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0004175365344467641,0.11356993736951983,0.24384133611691022,0.01753653444676409,0.0,0.10897703549060543,0.0,0.0,0.0012526096033402922,0.0004175365344467641,0.009603340292275574,0.012943632567849687,0.026722338204592903,0.4463465553235908,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0003749531308586427,0.10011248593925759,0.18297712785901762,0.010873640794900637,0.0,0.08998875140607424,0.0,0.0,0.0007499062617172854,0.0,0.00862392200974878,0.011998500187476566,0.029996250468691414,0.5534308211473565,0.0,0.0,0.0,0.0
0.0003762227238525207,0.0,0.0,0.0,0.0003762227238525207,0.06960120391271633,0.12490594431903687,0.007524454477050414,0.0,0.0673438675696012,0.0,0.0,0.0003762227238525207,0.0,0.0071482317531978935,0.011286681715575621,0.03875094055680963,0.664785553047404,0.0,0.0,0.0003762227238525207,0.0003762227238525207
0.0007680491551459293,0.0,0.0,0.0,0.0007680491551459293,0.04723502304147465,0.07910906298003072,0.005376344086021506,0.0,0.050307219662058374,0.0,0.0,0.0,0.0,0.0049923195084485405,0.009216589861751152,0.04992319508448541,0.7461597542242704,0.0,0.0,0.0007680491551459293,0.0007680491551459293
0.0008041817450743868,0.0,0.0,0.0,0.0004020908725371934,0.029352633695215118,0.0486529955770004,0.004422999597909127,0.0,0.042621632488942504,0.0,0.0,0.0,0.0,0.0036188178528347406,0.006835544833132288,0.06232408524326498,0.7937273823884198,0.0,0.0,0.0012062726176115801,0.0012062726176115801
0.0008841732979664014,0.0,0.0,0.0,0.0,0.015473032714412025,0.028735632183908046,0.003978779840848806,0.0,0.03757736516357206,0.0,0.0,0.0,0.0,0.002652519893899204,0.004862953138815208,0.07206012378426171,0.8258178603006189,0.0004420866489832007,0.0,0.002652519893899204,0.002652519893899204
0.0,0.0,0.0,0.0,0.0,0.0076103500761035,0.0167427701674277,0.0035514967021816335,0.0,0.030948756976154235,0.0,0.0,0.0,0.0,0.0025367833587011668,0.0030441400304414,0.07508878741755454,0.8513444951801116,0.0005073566717402334,0.0,0.006595636732623034,0.0060882800608828
0.0,0.0,0.0,0.0,0.0,0.003432494279176201,0.008581235697940504,0.002860411899313501,0.0,0.02402745995423341,0.0,0.0,0.0,0.0,0.0017162471395881006,0.0011441647597254005,0.07494279176201372,0.8741418764302059,0.0005720823798627002,0.0,0.012585812356979404,0.011441647597254004
0.0,0.0,0.0,0.0,0.0,0.0012658227848101266,0.004430379746835443,0.0018987341772151898,0.0,0.01708860759493671,0.0,0.0,0.0,0.0,0.0006329113924050633,0.0006329113924050633,0.06962025316455696,0.8962025316455696,0.0,0.0,0.020253164556962026,0.017721518987341773
0.0,0.0,0.0,0.0,0.0,0.0,0.0022156573116691287,0.0014771048744460858,0.0,0.011078286558345642,0.0,0.0,0.0,0.0,0.0,0.0007385524372230429,0.060561299852289516,0.9158050221565731,0.0,0.0007385524372230429,0.029542097488921712,0.0258493353028065
0.0,0.0,0.0,0.0,0.0,0.0,0.0018281535648994515,0.0009140767824497258,0.0,0.007312614259597806,0.0,0.0,0.0,0.0,0.0,0.0009140767824497258,0.050274223034734916,0.9314442413162706,0.0,0.0009140767824497258,0.037477148080438755,0.031078610603290677
0.0,0.0,0.0,0.0,0.0,0.0,0.0011560693641618498,0.0011560693641618498,0.0,0.005780346820809248,0.0,0.0,0.0,0.0,0.0,0.0,0.047398843930635835,0.9387283236994219,0.0,0.0011560693641618498,0.04393063583815029,0.03352601156069364
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004285714285714286,0.0,0.0,0.0,0.0,0.0,0.0014285714285714286,0.054285714285714284,0.9328571428571428,0.0,0.0014285714285714286,0.047142857142857146,0.03571428571428571
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001644736842105263,0.0,0.0,0.0,0.0,0.0,0.001644736842105263,0.06414473684210527,0.9276315789473685,0.0,0.006578947368421052,0.04276315789473684,0.03453947368421053
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018587360594795538,0.06133828996282528,0.9330855018587361,0.0,0.013011152416356878,0.031598513011152414,0.027881040892193308
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05010893246187364,0.9477124183006536,0.0,0.026143790849673203,0.023965141612200435,0.02178649237472767
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03857566765578635,0.9584569732937686,0.002967359050445104,0.03857566765578635,0.017804154302670624,0.017804154302670624
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
