20A.EU1,20A.EU2,20A.S.126A,20A.S.210T,20B.S.732A,20B.S.796H,20H.Beta.V2,20I.Alpha.V1,20J.Gamma.V3,21A.Delta.S.K417,21A.Delta,21B.Kappa,21C.Epsilon,21D.Eta,21F.Iota,21G.Lambda,21H.Mu,21I.Delta,21J.Delta,DanishCluster,Delta.145H,Delta.250I,Delta.299I
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.21739130434782608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.26153846153846155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.3783783783783784,0.02702702702702703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5375,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6153846153846154,0.038461538461538464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.640625,0.03125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5806451612903226,0.03225806451612903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5657894736842105,0.039473684210526314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5851063829787234,0.05319148936170213,0.0,0.0,0.0,0.0,0.0,0.010638297872340425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5736434108527132,0.08527131782945736,0.0,0.0,0.0,0.0,0.0,0.007751937984496124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5555555555555556,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.005847953216374269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5900621118012422,0.11180124223602485,0.0,0.0,0.0,0.0,0.0,0.006211180124223602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6484375,0.09375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6724137931034483,0.07758620689655173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.680327868852459,0.06557377049180328,0.0,0.0,0.0,0.0,0.0,0.00819672131147541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6753246753246753,0.06493506493506493,0.0,0.0,0.0,0.0,0.0,0.01948051948051948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6403162055335968,0.07509881422924901,0.0,0.0,0.0,0.0,0.0,0.043478260869565216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6170798898071626,0.0743801652892562,0.0,0.0,0.0,0.0,0.0,0.0743801652892562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6010362694300518,0.06476683937823834,0.0,0.0,0.0,0.0,0.0,0.13471502590673576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5620052770448549,0.05013192612137203,0.0,0.0,0.0,0.0,0.0,0.20316622691292877,0.002638522427440633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.524822695035461,0.04018912529550828,0.0,0.0,0.0,0.0,0.0,0.21749408983451538,0.009456264775413711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002364066193853428,0.0,0.0,0.0,0.0
0.49897750511247446,0.034764826175869123,0.0,0.0,0.0,0.0,0.0,0.23517382413087934,0.014314928425357873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.43673469387755104,0.030612244897959183,0.0,0.0,0.0,0.0,0.0,0.32040816326530613,0.02040816326530612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0020408163265306124,0.0,0.0,0.0
0.3231357552581262,0.0248565965583174,0.0,0.0,0.0,0.0,0.0019120458891013384,0.4608030592734226,0.04397705544933078,0.0,0.0,0.0,0.0,0.0019120458891013384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.26535626535626533,0.030712530712530713,0.0,0.0,0.0,0.0,0.002457002457002457,0.4987714987714988,0.07002457002457002,0.0,0.0,0.0,0.0,0.0036855036855036856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2563492063492063,0.03650793650793651,0.0,0.0,0.0,0.0,0.0031746031746031746,0.48333333333333334,0.07063492063492063,0.0,0.0,0.0,0.0,0.0031746031746031746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2247122955784373,0.03634161114476075,0.0,0.0,0.0,0.0,0.0030284675953967293,0.5293761356753482,0.052695336159903086,0.0,0.0,0.0,0.0,0.0036341611144760752,0.0,0.0,0.0,0.0,0.0,0.0006056935190793458,0.0,0.0,0.0
0.16743946419371458,0.02833590932509016,0.0,0.0,0.0,0.0,0.0020607934054611026,0.6311179804224627,0.03863987635239567,0.0,0.0,0.0,0.0,0.006697578567748583,0.0,0.0,0.0,0.0005151983513652757,0.0,0.0015455950540958269,0.0,0.0,0.0
0.11116111611161116,0.01935193519351935,0.0,0.0,0.0,0.0,0.0013501350135013501,0.7223222322232223,0.03555355535553555,0.0,0.0,0.0,0.0,0.010351035103510351,0.0,0.0,0.0,0.0013501350135013501,0.0036003600360036,0.0018001800180018,0.0,0.0,0.0
0.07717303005686434,0.013403736799350122,0.0,0.0,0.0,0.00040617384240454913,0.0020308692120227455,0.760357432981316,0.03411860276198213,0.0,0.0,0.0,0.0,0.012997562956945572,0.0,0.0,0.0,0.0036555645816409425,0.015434606011372868,0.0008123476848090983,0.0,0.0,0.0
0.05843071786310518,0.007929883138564273,0.0,0.0,0.0,0.0012520868113522537,0.0025041736227045075,0.7758764607679466,0.03380634390651085,0.0,0.00041736227045075126,0.0,0.0,0.01293823038397329,0.0,0.0,0.0,0.005843071786310518,0.02671118530884808,0.0008347245409015025,0.0,0.0,0.0
0.04108910891089109,0.0039603960396039604,0.0,0.0,0.0,0.0019801980198019802,0.0024752475247524753,0.8207920792079207,0.03564356435643564,0.0,0.0004950495049504951,0.0,0.0,0.011881188118811881,0.0,0.0,0.0,0.0039603960396039604,0.019306930693069307,0.0009900990099009901,0.0,0.0,0.0
0.023394994559303592,0.002176278563656148,0.0,0.0,0.0,0.001632208922742111,0.002176278563656148,0.8748639825897715,0.03917301414581066,0.0,0.0,0.0,0.0,0.01088139281828074,0.0,0.0,0.0,0.001088139281828074,0.004896626768226333,0.001632208922742111,0.0,0.0,0.0
0.012718600953895072,0.0010598834128245894,0.0,0.0,0.0,0.001589825119236884,0.002649708532061473,0.8950715421303657,0.04451510333863275,0.0,0.0005299417064122947,0.0,0.0,0.010598834128245893,0.0,0.0,0.0,0.0,0.0010598834128245894,0.001589825119236884,0.0,0.0,0.0
0.007392804337111878,0.0004928536224741252,0.0,0.0,0.0,0.0014785608674223755,0.0024642681123706258,0.8891079349433219,0.04780680137999014,0.0,0.0014785608674223755,0.0,0.0,0.01330704780680138,0.0,0.0,0.0004928536224741252,0.0004928536224741252,0.0014785608674223755,0.001971414489896501,0.0,0.0,0.0
0.00493339911198816,0.000986679822397632,0.0,0.0,0.0,0.0014800197335964479,0.001973359644795264,0.8702516033547114,0.05180069067587568,0.0,0.003946719289590528,0.000493339911198816,0.0,0.015786877158362113,0.0,0.0,0.0014800197335964479,0.001973359644795264,0.00493339911198816,0.0029600394671928957,0.0,0.0,0.0
0.004216867469879518,0.0012048192771084338,0.0,0.0,0.0,0.0024096385542168677,0.0024096385542168677,0.8493975903614458,0.060240963855421686,0.0,0.006024096385542169,0.0006024096385542169,0.0,0.01566265060240964,0.0006024096385542169,0.0,0.0030120481927710845,0.0036144578313253013,0.014457831325301205,0.004216867469879518,0.0,0.0,0.0
0.004518072289156626,0.0007530120481927711,0.0007530120481927711,0.0,0.0,0.0030120481927710845,0.0037650602409638554,0.8245481927710844,0.07981927710843373,0.0,0.007530120481927711,0.0007530120481927711,0.0,0.011295180722891566,0.0007530120481927711,0.0,0.0030120481927710845,0.005271084337349397,0.025602409638554216,0.004518072289156626,0.0,0.0,0.0
0.003968253968253968,0.0007936507936507937,0.0015873015873015873,0.0,0.0,0.0031746031746031746,0.005555555555555556,0.7888888888888889,0.10555555555555556,0.0,0.00873015873015873,0.0007936507936507937,0.0,0.00873015873015873,0.0,0.0,0.0015873015873015873,0.004761904761904762,0.024603174603174603,0.003968253968253968,0.0,0.0,0.0
0.0031645569620253164,0.0,0.0007911392405063291,0.0,0.0007911392405063291,0.0023734177215189874,0.005537974683544304,0.757120253164557,0.11708860759493671,0.0,0.010284810126582278,0.0015822784810126582,0.0,0.00870253164556962,0.0,0.0,0.0023734177215189874,0.006329113924050633,0.02689873417721519,0.003955696202531646,0.0,0.0,0.0
0.0028625954198473282,0.0,0.0,0.0,0.0,0.003816793893129771,0.003816793893129771,0.726145038167939,0.12118320610687022,0.0,0.012404580152671756,0.0019083969465648854,0.0,0.008587786259541985,0.0,0.0009541984732824427,0.0019083969465648854,0.01717557251908397,0.04198473282442748,0.003816793893129771,0.0,0.0,0.0
0.004866180048661801,0.0,0.0,0.0,0.0,0.004866180048661801,0.0012165450121654502,0.6630170316301703,0.12773722627737227,0.0,0.015815085158150853,0.0036496350364963502,0.0,0.012165450121654502,0.0,0.0024330900243309003,0.0024330900243309003,0.04866180048661801,0.06569343065693431,0.0024330900243309003,0.0,0.0,0.0
0.005298013245033113,0.0,0.0,0.0,0.0,0.003973509933774834,0.0,0.5668874172185431,0.1271523178807947,0.0,0.022516556291390728,0.0013245033112582781,0.0,0.017218543046357615,0.0,0.0013245033112582781,0.005298013245033113,0.09668874172185431,0.10198675496688742,0.0013245033112582781,0.0,0.0,0.0
0.002364066193853428,0.0,0.0,0.0,0.0,0.002364066193853428,0.0,0.48817966903073284,0.12174940898345153,0.0,0.026004728132387706,0.0,0.0,0.01182033096926714,0.0,0.0,0.009456264775413711,0.12647754137115838,0.15839243498817968,0.001182033096926714,0.0,0.0,0.0
0.0009398496240601503,0.0,0.0,0.0,0.0,0.0018796992481203006,0.0,0.40977443609022557,0.106203007518797,0.0,0.02443609022556391,0.0,0.0,0.005639097744360902,0.0009398496240601503,0.0,0.010338345864661654,0.14661654135338345,0.25093984962406013,0.0,0.0,0.0,0.0
0.0,0.0,0.000749063670411985,0.0,0.0,0.000749063670411985,0.0,0.27565543071161047,0.07565543071161049,0.0,0.02846441947565543,0.0,0.0,0.0022471910112359553,0.0,0.0,0.006741573033707865,0.16704119850187266,0.41198501872659177,0.0,0.0,0.0,0.0
0.0,0.0,0.0005959475566150178,0.0,0.0,0.0,0.0005959475566150178,0.15137067938021453,0.04648390941597139,0.0,0.032777115613825986,0.0,0.0,0.0011918951132300357,0.0,0.0,0.0023837902264600714,0.16626936829559,0.5756853396901073,0.0,0.0,0.0005959475566150178,0.0005959475566150178
0.0,0.0,0.0,0.0,0.0,0.0,0.0004948045522018803,0.0801583374567046,0.027214250371103414,0.0,0.035625927758535375,0.0,0.0,0.0004948045522018803,0.0,0.0,0.0009896091044037606,0.15239980207817913,0.6848095002474023,0.0,0.0,0.0009896091044037606,0.0009896091044037606
0.0,0.0,0.0,0.0,0.0,0.0,0.00044742729306487697,0.046085011185682326,0.01476510067114094,0.0,0.04161073825503356,0.0,0.0,0.00044742729306487697,0.0,0.0,0.0008948545861297539,0.14093959731543623,0.7400447427293065,0.00044742729306487697,0.00044742729306487697,0.0022371364653243847,0.0013422818791946308
0.0,0.0,0.0,0.0,0.0,0.0004664179104477612,0.0,0.029384328358208957,0.00792910447761194,0.0,0.04617537313432836,0.0,0.0,0.0004664179104477612,0.0,0.0,0.0004664179104477612,0.13619402985074627,0.7653917910447762,0.0009328358208955224,0.0004664179104477612,0.0032649253731343282,0.0023320895522388058
0.0,0.0,0.0,0.0,0.0,0.0005310674455655868,0.0,0.017525225703664365,0.004248539564524694,0.0005310674455655868,0.03929899097185342,0.0,0.0,0.0005310674455655868,0.0,0.0,0.0,0.1370154009559214,0.7912904938927243,0.0010621348911311736,0.0005310674455655868,0.004779607010090282,0.0037174721189591076
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009529481834425254,0.001786777843954735,0.0,0.030970815961882073,0.0,0.0,0.0,0.0,0.0,0.0,0.1399642644431209,0.8117927337701013,0.0011911852293031567,0.0005955926146515784,0.00714711137581894,0.006551518761167362
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004932182490752158,0.0006165228113440197,0.0,0.030826140567200986,0.0,0.0,0.0,0.0,0.0,0.0,0.13871763255240444,0.8224414303329223,0.0006165228113440197,0.0012330456226880395,0.009247842170160296,0.009247842170160296
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0031036623215394167,0.0,0.0,0.029174425822470516,0.0,0.0,0.0,0.0,0.0,0.0,0.12538795779019243,0.840471756672874,0.0,0.00186219739292365,0.009931719428926133,0.009931719428926133
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0028228652081863093,0.0,0.0,0.019760056457304165,0.0,0.0,0.0,0.0,0.0,0.0,0.1122088920254058,0.8637967537050106,0.0,0.0028228652081863093,0.009174311926605505,0.008468595624558928
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002572898799313894,0.0,0.0,0.010291595197255575,0.0,0.0,0.0,0.0,0.0,0.0,0.10548885077186965,0.8799313893653516,0.0,0.004288164665523156,0.009433962264150943,0.008576329331046312
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009233610341643582,0.0,0.0,0.00554016620498615,0.0,0.0,0.0,0.0,0.0,0.0,0.10064635272391505,0.8901200369344414,0.0,0.00554016620498615,0.008310249307479225,0.007386888273314866
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009242144177449168,0.0,0.0,0.0046210720887245845,0.0,0.0,0.0,0.0,0.0,0.0,0.09611829944547134,0.8955637707948244,0.0009242144177449168,0.00831792975970425,0.006469500924214418,0.006469500924214418
0.0018957345971563982,0.0,0.0,0.0,0.0,0.0,0.0,0.002843601895734597,0.0,0.0,0.0037914691943127963,0.0,0.0,0.0,0.0,0.0,0.0,0.09573459715639811,0.8909952606635071,0.0009478672985781991,0.013270142180094787,0.007582938388625593,0.007582938388625593
0.004296455424274973,0.0,0.0,0.0,0.0,0.0,0.0,0.00644468313641246,0.0,0.0,0.00322234156820623,0.0,0.0,0.0,0.0,0.0,0.0,0.09559613319011816,0.8861439312567132,0.0,0.017185821697099892,0.008592910848549946,0.008592910848549946
0.002797202797202797,0.0,0.0,0.0,0.0,0.0,0.0,0.006993006993006993,0.0,0.0,0.002797202797202797,0.0,0.0,0.0,0.0,0.0,0.0,0.08251748251748252,0.8993006993006993,0.0,0.022377622377622378,0.008391608391608392,0.008391608391608392
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004081632653061225,0.0,0.0,0.0020408163265306124,0.0,0.0,0.0,0.0,0.0,0.0,0.07142857142857142,0.9163265306122449,0.0,0.026530612244897958,0.004081632653061225,0.004081632653061225
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0642570281124498,0.927710843373494,0.0,0.024096385542168676,0.0,0.0
