20A.EU1,20A.EU2,20A.S.210T,20B.S.732A,20B.S.796H,20H.Beta.V2,20I.Alpha.V1,20J.Gamma.V3,21A.Delta.S.K417,21A.Delta,21B.Kappa,21C.Epsilon,21D.Eta,21F.Iota,21G.Lambda,21H.Mu,21I.Delta,21J.Delta,DanishCluster,Delta.145H,Delta.250I,Delta.299I
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002881844380403458,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0035714285714285713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.003937007874015748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.00390625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0036363636363636364,0.0036363636363636364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0032679738562091504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0029498525073746312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.002551020408163265,0.002551020408163265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0019120458891013384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019120458891013384,0.0,0.0,0.0
0.0,0.0013966480446927375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006983240223463687,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013745704467353952,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022916666666666665,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030534351145038167,0.0,0.0,0.0
0.0,0.0009033423667570009,0.0,0.0,0.0,0.0,0.0018066847335140017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03342366757000903,0.0,0.0,0.0
0.0008928571428571428,0.0,0.0,0.0,0.0,0.0,0.005357142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033928571428571426,0.0,0.0,0.0
0.0008230452674897119,0.0,0.0,0.0,0.0,0.0,0.00823045267489712,0.0,0.0,0.0,0.0,0.0008230452674897119,0.0,0.0,0.0,0.0,0.0,0.0,0.04197530864197531,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0006648936170212766,0.007313829787234043,0.0006648936170212766,0.0,0.0,0.0,0.0019946808510638296,0.0,0.0,0.0,0.0,0.0,0.0,0.05651595744680851,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0005390835579514825,0.007547169811320755,0.0,0.0,0.0,0.0,0.0016172506738544475,0.0,0.0,0.0,0.0,0.0,0.0,0.06684636118598383,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0005277044854881266,0.010554089709762533,0.0,0.0,0.0,0.0,0.0010554089709762533,0.0005277044854881266,0.0,0.0,0.0,0.0,0.0,0.07282321899736148,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0012135922330097086,0.020024271844660196,0.0,0.0,0.0,0.0,0.0006067961165048543,0.0006067961165048543,0.0,0.0,0.0,0.0,0.0,0.08070388349514564,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0014970059880239522,0.03293413173652695,0.0,0.0,0.0,0.0,0.0007485029940119761,0.0007485029940119761,0.0,0.0,0.0,0.0,0.0,0.08532934131736528,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.000975609756097561,0.04780487804878049,0.000975609756097561,0.0,0.0,0.0,0.0,0.000975609756097561,0.0,0.0,0.0,0.0,0.0,0.08097560975609756,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0012853470437017994,0.06683804627249357,0.002570694087403599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06812339331619537,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0030627871362940277,0.0888208269525268,0.004594180704441042,0.0,0.0,0.0,0.0,0.0015313935681470138,0.0,0.0,0.0,0.0,0.0,0.05206738131699847,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.004615384615384616,0.12307692307692308,0.007692307692307693,0.0,0.0,0.0,0.0,0.0015384615384615385,0.0,0.0,0.0,0.0,0.0,0.036923076923076927,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0026109660574412533,0.17232375979112272,0.010443864229765013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031331592689295036,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.003061224489795918,0.24591836734693878,0.011224489795918367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02959183673469388,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0038639876352395673,0.3624420401854714,0.0077279752704791345,0.0,0.0,0.0,0.0,0.0007727975270479134,0.0,0.0,0.0,0.0,0.0,0.02241112828438949,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.003462204270051933,0.49221004039238314,0.004616272360069244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012694748990190421,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0036429872495446266,0.581056466302368,0.0036429872495446266,0.0,0.0009107468123861566,0.0004553734061930783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006830601092896175,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0030698388334612432,0.6427475057559479,0.002686108979278588,0.0,0.0015349194167306216,0.0007674597083653108,0.0,0.0,0.0,0.0,0.0,0.0,0.0003837298541826554,0.00422102839600921,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0018570102135561746,0.7257814917982048,0.0015475085112968121,0.0,0.0018570102135561746,0.0012380068090374497,0.0,0.0,0.0,0.0,0.0,0.00030950170225936243,0.0009285051067780873,0.002785515320334262,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.001201923076923077,0.8105769230769231,0.0014423076923076924,0.0002403846153846154,0.0021634615384615386,0.0009615384615384616,0.0,0.0,0.0,0.0,0.0,0.0009615384615384616,0.0016826923076923078,0.0016826923076923078,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0010416666666666667,0.860625,0.0014583333333333334,0.0008333333333333334,0.0027083333333333334,0.000625,0.0,0.0,0.0,0.0,0.0,0.0020833333333333333,0.0035416666666666665,0.0010416666666666667,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0006370779358674878,0.8863877681036313,0.0010617965597791463,0.0014865151836908049,0.0033977489912932683,0.00021235931195582927,0.0,0.0,0.0,0.0,0.0,0.0029730303673816097,0.006158420046719048,0.0006370779358674878,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0004724781478856603,0.9059768485707536,0.0007087172218284905,0.0018899125915426411,0.004016064257028112,0.0,0.0,0.0,0.0,0.0,0.0,0.002834868887313962,0.008504606661941885,0.0004724781478856603,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0005762028233938346,0.9167386920195909,0.0005762028233938346,0.0023048112935753384,0.004897723998847595,0.0,0.0,0.0,0.0,0.0,0.0,0.002881014116969173,0.010371650821089023,0.0002881014116969173,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0007434944237918215,0.9185873605947955,0.0,0.002973977695167286,0.007063197026022305,0.0,0.0,0.0,0.0,0.0,0.0,0.004089219330855019,0.01412639405204461,0.0007434944237918215,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0008944543828264759,0.919051878354204,0.0,0.0035778175313059034,0.01073345259391771,0.0,0.0,0.0,0.0,0.0,0.0,0.006261180679785331,0.022808586762075134,0.0013416815742397137,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0009528346831824678,0.9109099571224393,0.0,0.0023820867079561697,0.012386850881372083,0.0,0.0,0.0,0.0,0.0,0.0,0.01095759885659838,0.04192472606002858,0.0009528346831824678,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0009532888465204957,0.880838894184938,0.0,0.0014299332697807435,0.009532888465204958,0.0,0.0,0.0,0.0,0.0,0.0,0.015252621544327931,0.08150619637750238,0.00047664442326024784,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0008972633467922835,0.8245850157021085,0.0,0.00044863167339614175,0.005383580080753701,0.0,0.0,0.0,0.0,0.0,0.0,0.016150740242261104,0.14580529385374608,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.000768344218209758,0.7330003841721091,0.0,0.0,0.003073376872839032,0.0,0.0,0.0,0.0,0.0,0.0,0.01536688436419516,0.24356511717249327,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0006077180188392585,0.604983287754482,0.0,0.0,0.0018231540565177757,0.0,0.0,0.0,0.0,0.0,0.0,0.013673655423883319,0.3764813126709207,0.00030385900941962927,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0002315886984715146,0.4434923575729504,0.0,0.0,0.001157943492357573,0.0,0.0,0.0,0.0,0.0,0.0,0.010884668828161186,0.5423807318202871,0.0006947660954145438,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.00017280110592707794,0.2977363055123553,0.0,0.0,0.0008640055296353896,0.0,0.0,0.0,0.0,0.0,0.0,0.008812856402280975,0.6912044237083117,0.0005184033177812338,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0001380452788514633,0.19740474875759248,0.0,0.0,0.0006902263942573164,0.0,0.0,0.0,0.0,0.0,0.0,0.00800662617338487,0.7927940364439536,0.0002760905577029266,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.11930889563390147,0.0,0.00011674060238150829,0.0007004436142890498,0.0,0.0,0.0,0.0,0.0,0.0,0.0073546579500350226,0.8720522997898669,0.00023348120476301658,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0689723712979527,0.0,0.00019876764062810574,0.0005963029218843172,0.0,0.0,0.0,0.0,0.0,0.0,0.006658715961041542,0.9232756907175512,0.0003975352812562115,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0425531914893617,9.414422895876483e-05,0.00018828845791752966,0.0003765769158350593,0.0,0.0,0.0,0.0,0.0,0.0,0.006401807569196009,0.9501035586518547,0.000564865373752589,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.026652564780539397,0.00021152829190904283,0.00021152829190904283,0.00021152829190904283,0.0,0.0,0.0,0.0,0.0,0.0,0.005922792173453199,0.9663670015864622,0.0007403490216816499,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.016661959898333804,0.0002824060999717594,0.0002824060999717594,0.0002824060999717594,0.0,0.0,0.0,0.0,0.0,0.0,0.005506918949449308,0.9767014967523299,0.0011296243998870376,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.010116560369474378,0.00021992522542335605,0.00021992522542335605,0.00021992522542335605,0.0,0.0,0.0,0.0,0.0,0.0,0.006817681988124038,0.9819661315152848,0.0017594018033868484,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.005430847212165098,0.0,0.0,0.0003620564808110065,0.0,0.0,0.0,0.0,0.0,0.0,0.009051412020275163,0.9840695148443157,0.0032585083272990588,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0030807147258163892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010474430067775724,0.984596426370918,0.004313000616142945,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0012437810945273632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012437810945273632,0.9850746268656716,0.0037313432835820895,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014134275618374558,0.9787985865724381,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030303030303030304,0.9545454545454546,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
