20A.EU1,20A.EU2,20B.S.796H,20H.Beta.V2,20I.Alpha.V1,20J.Gamma.V3,21A.Delta,21B.Kappa,21D.Eta,21F.Iota,21H.Mu,21I.Delta,21J.Delta,DanishCluster,Delta.145H,Delta.250I,Delta.299I
0.023809523809523808,0.003968253968253968,0.0,0.07936507936507936,0.7261904761904762,0.0,0.0,0.0,0.003968253968253968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01838235294117647,0.003676470588235294,0.0,0.051470588235294115,0.8014705882352942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.016597510373443983,0.0,0.0,0.024896265560165973,0.8713692946058091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.010638297872340425,0.0,0.0,0.010638297872340425,0.9095744680851063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.00641025641025641,0.0,0.0,0.019230769230769232,0.9102564102564102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.006211180124223602,0.0,0.0,0.024844720496894408,0.8881987577639752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.005988023952095809,0.005988023952095809,0.0,0.023952095808383235,0.874251497005988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.005988023952095809,0.005988023952095809,0.005988023952095809,0.011976047904191617,0.8802395209580839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005988023952095809,0.0,0.0,0.0,0.0
0.0,0.00546448087431694,0.01092896174863388,0.00546448087431694,0.8852459016393442,0.0,0.0,0.0,0.00546448087431694,0.0,0.00546448087431694,0.0,0.00546448087431694,0.0,0.0,0.0,0.0
0.0,0.0,0.02074688796680498,0.0,0.8755186721991701,0.004149377593360996,0.0,0.0,0.0,0.0,0.029045643153526972,0.0,0.004149377593360996,0.0,0.0,0.0,0.0
0.0,0.0,0.023728813559322035,0.003389830508474576,0.8542372881355932,0.013559322033898305,0.0,0.0,0.0,0.0,0.05423728813559322,0.0,0.003389830508474576,0.0,0.0,0.0,0.0
0.0,0.0,0.0234375,0.00390625,0.828125,0.01953125,0.0,0.0,0.0,0.0,0.0546875,0.0,0.01953125,0.0,0.0,0.0,0.0
0.0,0.0,0.0213903743315508,0.0053475935828877,0.7486631016042781,0.026737967914438502,0.0,0.0,0.0,0.0,0.03208556149732621,0.0,0.10160427807486631,0.0,0.0,0.0,0.0
0.0,0.0,0.010309278350515464,0.005154639175257732,0.5670103092783505,0.02577319587628866,0.010309278350515464,0.0,0.0,0.0,0.005154639175257732,0.0,0.31958762886597936,0.0,0.0,0.0,0.0
0.0,0.0,0.003436426116838488,0.003436426116838488,0.4639175257731959,0.010309278350515464,0.013745704467353952,0.0,0.0,0.0,0.0,0.003436426116838488,0.4570446735395189,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.4096045197740113,0.005649717514124294,0.01694915254237288,0.0,0.0,0.0,0.0,0.00847457627118644,0.5254237288135594,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.31561461794019935,0.0,0.019933554817275746,0.0,0.0,0.0,0.0,0.016611295681063124,0.6212624584717608,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.17045454545454544,0.0,0.01893939393939394,0.0,0.0,0.0,0.0,0.056818181818181816,0.7386363636363636,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.06514657980456026,0.0,0.013029315960912053,0.0,0.0,0.0,0.0,0.11400651465798045,0.7947882736156352,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0223463687150838,0.0,0.01675977653631285,0.0,0.0,0.0,0.0,0.1340782122905028,0.8184357541899442,0.0,0.0,0.002793296089385475,0.0
0.0,0.0,0.0,0.0,0.008450704225352112,0.0,0.01971830985915493,0.0,0.0,0.0,0.0,0.11830985915492957,0.847887323943662,0.0,0.0,0.005633802816901409,0.0
0.0,0.0,0.0,0.0,0.006153846153846154,0.0,0.018461538461538463,0.0,0.0,0.0,0.0,0.08923076923076922,0.88,0.0,0.0,0.006153846153846154,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.013422818791946308,0.0,0.0,0.0,0.0,0.07718120805369127,0.8959731543624161,0.0,0.0,0.006711409395973154,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.016611295681063124,0.0,0.0,0.0,0.0,0.0664451827242525,0.9069767441860465,0.0,0.0,0.006644518272425249,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.018575851393188854,0.0,0.0,0.0,0.0,0.05263157894736842,0.9256965944272446,0.0,0.0,0.006191950464396285,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.012738853503184714,0.0,0.0,0.0,0.0,0.044585987261146494,0.9331210191082803,0.0,0.0,0.009554140127388535,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.011152416356877323,0.0,0.0,0.0,0.0,0.04460966542750929,0.9405204460966543,0.0,0.0,0.01486988847583643,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.012,0.0,0.0,0.0,0.0,0.036,0.94,0.0,0.0,0.02,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.016129032258064516,0.0,0.0,0.0,0.0,0.03225806451612903,0.9475806451612904,0.0,0.0,0.012096774193548387,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.008658008658008658,0.0,0.0,0.0,0.0,0.030303030303030304,0.9523809523809523,0.0,0.0,0.004329004329004329,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.005025125628140704,0.0,0.0,0.0,0.0,0.02512562814070352,0.964824120603015,0.0,0.0,0.005025125628140704,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.00625,0.0,0.0,0.0,0.0,0.01875,0.96875,0.0,0.0,0.00625,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.010101010101010102,0.0,0.0,0.0,0.0,0.010101010101010102,0.9595959595959596,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9487179487179487,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
