20A.EU1,20A.EU2,20A.S.126A,20B.S.796H,20H.Beta.V2,20I.Alpha.V1,20J.Gamma.V3,21A.Delta.S.K417,21A.Delta,21B.Kappa,21G.Lambda,21H.Mu,21I.Delta,21J.Delta,DanishCluster,Delta.145H,Delta.250I
0.0,0.0,0.0,0.0,0.03278688524590164,0.8647540983606558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.018518518518518517,0.9074074074074074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0045045045045045045,0.9414414414414415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.003952569169960474,0.003952569169960474,0.9446640316205533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0035335689045936395,0.007067137809187279,0.014134275618374558,0.9257950530035336,0.0,0.0,0.007067137809187279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0031847133757961785,0.022292993630573247,0.9171974522292994,0.0031847133757961785,0.0,0.012738853503184714,0.0,0.0,0.0,0.0,0.0031847133757961785,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.018808777429467086,0.9216300940438872,0.006269592476489028,0.0,0.012539184952978056,0.0,0.0,0.0,0.0,0.003134796238244514,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.01384083044982699,0.9134948096885813,0.006920415224913495,0.0,0.01730103806228374,0.0,0.0,0.0,0.0,0.006920415224913495,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.012195121951219513,0.8983739837398373,0.0040650406504065045,0.0,0.036585365853658534,0.0,0.0,0.0,0.0040650406504065045,0.008130081300813009,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.010582010582010581,0.8571428571428571,0.005291005291005291,0.0,0.07407407407407407,0.0,0.0,0.0,0.0,0.005291005291005291,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.006329113924050633,0.810126582278481,0.012658227848101266,0.0,0.11392405063291139,0.0,0.0,0.0,0.0,0.006329113924050633,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.8083832335329342,0.011976047904191617,0.0,0.11377245508982035,0.0,0.0,0.0,0.005988023952095809,0.011976047904191617,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.808641975308642,0.012345679012345678,0.0,0.07407407407407407,0.0,0.0,0.0,0.037037037037037035,0.024691358024691357,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.6690647482014388,0.007194244604316547,0.0,0.03597122302158273,0.0,0.0,0.0,0.17266187050359713,0.05755395683453238,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.37254901960784315,0.006535947712418301,0.0,0.0196078431372549,0.0,0.0,0.0,0.41830065359477125,0.11764705882352941,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.17307692307692307,0.0,0.0,0.019230769230769232,0.0,0.0,0.0,0.5625,0.1875,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.06538461538461539,0.0,0.0,0.019230769230769232,0.0,0.0,0.0,0.6153846153846154,0.26153846153846155,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.022222222222222223,0.0,0.0,0.018518518518518517,0.0,0.0,0.0,0.6,0.3333333333333333,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.00796812749003984,0.0,0.0,0.02390438247011952,0.0,0.0,0.0,0.5338645418326693,0.41832669322709165,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.003816793893129771,0.0,0.0,0.026717557251908396,0.0,0.0,0.0,0.4580152671755725,0.5,0.0,0.0,0.003816793893129771
0.0,0.0,0.0,0.0,0.0,0.0032679738562091504,0.0,0.0,0.026143790849673203,0.0,0.0,0.0,0.38235294117647056,0.5784313725490197,0.0,0.0,0.006535947712418301
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018461538461538463,0.0,0.0,0.0,0.31384615384615383,0.6584615384615384,0.0,0.0,0.003076923076923077
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009316770186335404,0.0,0.0,0.0,0.2484472049689441,0.7298136645962733,0.0,0.0,0.003105590062111801
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005571030640668524,0.0,0.0,0.0,0.20334261838440112,0.7855153203342619,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0021413276231263384,0.006423982869379015,0.0,0.0,0.0,0.16059957173447537,0.828693790149893,0.0,0.0021413276231263384,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003418803418803419,0.011965811965811967,0.0,0.0,0.0,0.12478632478632479,0.8598290598290599,0.0,0.0017094017094017094,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0031645569620253164,0.020569620253164556,0.0,0.0,0.0,0.09968354430379747,0.8781645569620253,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001584786053882726,0.02377179080824089,0.0,0.0,0.0,0.07923930269413629,0.8969889064976229,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015128593040847202,0.019667170953101363,0.0,0.0,0.0,0.057488653555219364,0.9198184568835098,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014925373134328358,0.016417910447761194,0.0,0.0,0.0,0.04328358208955224,0.9373134328358209,0.0,0.0014925373134328358,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016233766233766232,0.0,0.0,0.0,0.030844155844155844,0.9512987012987013,0.0,0.0016233766233766235,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013513513513513514,0.0,0.0,0.0,0.019305019305019305,0.9613899613899614,0.0,0.0019305019305019305,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011235955056179775,0.0,0.0,0.0,0.014044943820224719,0.9662921348314607,0.0,0.0028089887640449437,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005649717514124294,0.0,0.0,0.0,0.011299435028248588,0.9661016949152542,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
